stkcd,shortname,aisoftinvest,aihardinvest,aiinvesttotal,aiinvestlevel,year
300560,中富通,56537273.53,6521513.15,63058786.68,0.023,2021
300560,中富通,69352487.79,14098353.7,83450841.49,0.0308,2022
300560,中富通,84792003.55,26105122.99,110897126.5,0.0407,2023
300562,乐心医疗,3985959.63,3805578.97,7791538.6,0.0118,2016
300562,乐心医疗,6227870.63,4329064.21,10556934.84,0.014,2017
300562,乐心医疗,10260576.42,3042745.9,13303322.32,0.0151,2018
300562,乐心医疗,10649424.19,3144381.34,13793805.53,0.0141,2019
300562,乐心医疗,11406614.21,5274805.73,16681419.94,0.0121,2020
300562,乐心医疗,12726187.78,5783354.81,18509542.59,0.0103,2021
300562,乐心医疗,21004000.61,5812647.23,26816647.84,0.0173,2022
300562,乐心医疗,18194383.17,4297944.78,22492327.95,0.0145,2023
300565,科信技术,7154865.07,804108.95,7958974.02,0.0083,2019
300565,科信技术,6250195.34,642601.82,6892797.16,0.0052,2020
300565,科信技术,6772141.63,597725.97,7369867.6,0.0047,2021
300565,科信技术,7457421.08,1288134.49,8745555.57,0.005,2022
300566,激智科技,482439.02,14829829.52,15312268.54,0.0112,2016
300566,激智科技,315392.37,16356090.95,16671483.32,0.0104,2017
300566,激智科技,252127.96,20946378.66,21198506.62,0.0112,2018
300566,激智科技,3916757.73,20200461.33,24117219.06,0.0121,2019
300566,激智科技,3861608.0,18103097.27,21964705.27,0.0096,2020
300566,激智科技,3444746.23,22795417.74,26240163.97,0.0075,2021
300566,激智科技,3303823.51,20333824.35,23637647.86,0.0066,2022
300566,激智科技,3019306.62,18854569.34,21873875.96,0.0055,2023
300567,精测电子,8895079.1,18303129.05,27198208.15,0.0104,2018
300567,精测电子,11602349.86,27500879.11,39103228.97,0.0092,2019
300567,精测电子,15422161.07,29371708.72,44793869.79,0.009,2020
300567,精测电子,20227149.35,39688857.36,59916006.71,0.0099,2021
300567,精测电子,41252085.11,61063587.95,102315673.1,0.0137,2022
300567,精测电子,41670129.66,79099917.32,120770047.0,0.0131,2023
300569,天能重工,66823.9,469688.17,536512.07,0.0003,2016
300569,天能重工,19654.06,1587716.59,1607370.65,0.0005,2018
300569,天能重工,665337.28,1353024.58,2018361.86,0.0003,2019
300569,天能重工,586796.24,922734.46,1509530.7,0.0002,2020
300569,天能重工,1309259.46,1181287.29,2490546.75,0.0003,2021
300569,天能重工,1387812.81,2538941.22,3926754.03,0.0004,2022
300569,天能重工,1320186.91,3739229.26,5059416.17,0.0004,2023
300570,太辰光,350069.82,1408707.54,1758777.36,0.0015,2016
300572,安车检测,331326.49,1402381.05,1733707.54,0.002,2016
300572,安车检测,231420.97,1707500.73,1938921.7,0.0018,2017
300572,安车检测,188895.97,3869666.52,4058562.49,0.0036,2018
300572,安车检测,119760.66,3765047.44,3884808.1,0.0026,2019
300572,安车检测,381182.1,12406840.72,12788022.82,0.0077,2020
300572,安车检测,223634.7,15034147.13,15257781.83,0.0055,2021
300572,安车检测,234489.85,14424141.47,14658631.32,0.0051,2022
300572,安车检测,18534.84,14887883.63,14906418.47,0.0052,2023
300575,中旗股份,531473.36,3031963.97,3563437.33,0.0025,2016
300575,中旗股份,299504.21,2579879.5,2879383.71,0.0017,2017
300575,中旗股份,480347.19,3233130.22,3713477.41,0.0017,2018
300575,中旗股份,344422.79,4320207.33,4664630.12,0.0021,2019
300575,中旗股份,516826.51,3245276.88,3762103.39,0.0015,2020
300575,中旗股份,712433.17,5708895.48,6421328.65,0.0016,2022
300575,中旗股份,652991.14,7809932.2,8462923.34,0.0022,2023
300577,开润股份,210511.52,896021.4,1106532.92,0.0014,2016
300577,开润股份,198323.14,1654665.91,1852989.05,0.0019,2017
300577,开润股份,2042990.25,1806201.01,3849191.26,0.0027,2018
300577,开润股份,4025216.23,3533074.84,7558291.07,0.0038,2019
300577,开润股份,14090565.21,2864552.37,16955117.58,0.0056,2020
300577,开润股份,14379622.11,2754523.03,17134145.14,0.0049,2021
300577,开润股份,11019342.69,3894321.19,14913663.88,0.0042,2022
300577,开润股份,13983411.97,4336791.31,18320203.28,0.0051,2023
300578,会畅通讯,2323760.54,2382075.73,4705836.27,0.0274,2016
300578,会畅通讯,1999513.41,2799767.69,4799281.1,0.0134,2017
300578,会畅通讯,2386897.36,2166581.64,4553479.0,0.0122,2018
300578,会畅通讯,2543974.3,4314768.23,6858742.53,0.0049,2019
300578,会畅通讯,2402105.16,5566129.06,7968234.22,0.0046,2020
300578,会畅通讯,3739318.75,7784396.53,11523715.28,0.006,2021
300578,会畅通讯,3682782.08,6891362.36,10574144.44,0.0053,2022
300578,会畅通讯,4386017.97,3337540.76,7723558.73,0.0057,2023
300579,数字认证,2053651.3,15129555.94,17183207.24,0.0232,2016
300579,数字认证,5178985.97,14338441.97,19517427.94,0.021,2017
300580,贝斯特,1369595.46,33539258.61,34908854.07,0.0328,2016
300580,贝斯特,1163307.43,45908333.16,47071640.59,0.0313,2017
300580,贝斯特,1005544.84,71905089.27,72910634.11,0.043,2018
300580,贝斯特,1849932.1,84631241.47,86481173.57,0.0467,2019
300580,贝斯特,4777833.2,108461465.2,113239298.4,0.0421,2020
300581,晨曦航空,728463.75,1280162.35,2008626.1,0.003,2016
300581,晨曦航空,418289.54,2164692.56,2582982.1,0.0032,2019
300581,晨曦航空,243539.93,1935614.57,2179154.5,0.0024,2020
300581,晨曦航空,108053.07,3217784.05,3325837.12,0.0036,2021
300581,晨曦航空,201002.98,3148028.24,3349031.22,0.0026,2022
300581,晨曦航空,148313.43,2758832.72,2907146.15,0.0023,2023
300590,移为通信,355717.88,1125067.8,1480785.68,0.0054,2016
300590,移为通信,69143.07,1981068.29,2050211.36,0.0023,2017
300590,移为通信,252743.37,5555012.73,5807756.1,0.0049,2019
300590,移为通信,850357.74,11335747.32,12186105.06,0.0096,2020
300590,移为通信,6317887.96,2469323.52,8787211.48,0.0045,2021
300590,移为通信,5477002.65,2343902.78,7820905.43,0.004,2022
300590,移为通信,5514098.18,2420942.18,7935040.36,0.0039,2023
300591,万里马,2476638.92,495745.42,2972384.34,0.0042,2016
300591,万里马,2163610.54,516009.31,2679619.85,0.0026,2017
300591,万里马,2029840.0,1218653.68,3248493.68,0.0029,2018
300591,万里马,4859737.91,1376710.67,6236448.58,0.0049,2019
300591,万里马,5022381.32,1032441.07,6054822.39,0.0057,2020
300591,万里马,4774076.69,1404883.28,6178959.97,0.0081,2021
300591,万里马,16399586.59,2339633.87,18739220.46,0.0187,2023
300592,华凯创意,370405.63,3735627.36,4106032.99,0.0039,2017
300592,华凯创意,589424.08,2542130.51,3131554.59,0.0029,2018
300592,华凯创意,414551.41,1840333.85,2254885.26,0.002,2019
300592,华凯创意,140171.11,834552.92,974724.03,0.0011,2020
300592,华凯创意,93660092.29,5904314.08,99564406.37,0.0335,2021
300592,华凯易佰,81019684.78,3844442.15,84864126.93,0.0271,2022
300592,华凯易佰,68413075.33,8054504.56,76467579.89,0.0235,2023
300595,欧普康视,11168.75,3310579.44,3314168.14,0.0093,2016
300595,欧普康视,740731.64,16752216.38,17492948.02,0.0142,2018
300595,欧普康视,857706.95,25985882.81,26843589.76,0.0167,2019
300595,欧普康视,1528603.05,33412745.53,34941348.58,0.0158,2020
300595,欧普康视,2595122.02,33901233.99,36496356.01,0.0123,2021
300595,欧普康视,1508643.41,34650766.65,36159410.06,0.0071,2022
300595,欧普康视,2680636.45,41275640.21,43956276.66,0.008,2023
300596,利安隆,46227.14,2426908.81,2473135.95,0.0027,2016
300596,利安隆,664516.35,3047547.94,3712064.29,0.0025,2017
300596,利安隆,7682879.3,5832975.29,13515854.59,0.0067,2018
300596,利安隆,8166259.04,7931772.58,16098031.62,0.0051,2019
300597,吉大通信,2394734.91,3194779.91,5589514.82,0.0094,2016
300597,吉大通信,3558670.02,4203529.5,7762199.52,0.0081,2017
300597,吉大通信,4887704.21,5286029.55,10173733.76,0.0097,2018
300597,吉大通信,9447260.67,4581386.83,14028647.5,0.0128,2019
300597,吉大通信,9045966.54,4452115.79,13498082.33,0.0123,2020
300597,吉大通信,11564133.91,3975867.75,15540001.66,0.0142,2021
300597,吉大通信,11924614.55,3186803.55,15111418.1,0.0108,2022
300597,吉大通信,18441289.2,2755967.64,21197256.84,0.0147,2023
300599,雄塑科技,933836.35,3825674.14,4759510.49,0.0041,2016
300599,雄塑科技,2407646.03,5132552.55,7540198.58,0.0045,2017
300599,雄塑科技,4301018.64,5460963.1,9761981.74,0.0055,2018
300599,雄塑科技,6683247.1,3843544.68,10526791.78,0.0053,2019
300599,雄塑科技,6515110.86,4714015.08,11229125.94,0.005,2020
300599,雄塑科技,5779020.67,14954902.0,20733922.67,0.0072,2021
300599,雄塑科技,4868521.79,14556747.53,19425269.32,0.0072,2022
300599,雄塑科技,4088999.36,11564920.17,15653919.53,0.0059,2023
300600,国瑞科技,1882072.95,4253631.09,6135704.04,0.0048,2021
300600,国瑞科技,1329498.29,2680263.08,4009761.37,0.0033,2022
300600,国瑞科技,1215633.81,2575401.02,3791034.83,0.0033,2023
300602,飞荣达,554951.92,3501297.17,4056249.09,0.0045,2016
300602,飞荣达,624340.79,4225607.85,4849948.64,0.0033,2017
300602,飞荣达,2255351.85,9610305.67,11865657.52,0.0063,2018
300602,飞荣达,26392482.18,27412782.8,53805264.98,0.0115,2020
300602,飞荣达,14484234.14,33960443.09,48444677.23,0.0088,2021
300602,飞荣达,15609100.43,30361915.71,45971016.14,0.0073,2022
300602,飞荣达,15773363.59,30916281.1,46689644.69,0.0063,2023
300603,立昂技术,1441117.59,751471.51,2192589.1,0.0036,2016
300603,立昂技术,979891.79,217041.69,1088034.12,0.0008,2017
300603,立昂技术,2227761.84,1440213.05,3667974.89,0.0026,2018
300603,立昂技术,6362571.05,1650064.52,8012635.57,0.0022,2019
300603,立昂技术,7225856.62,1976014.94,9201871.56,0.0041,2021
300603,立昂技术,6294238.91,1456707.54,7750946.45,0.0045,2022
300603,立昂技术,4740218.74,2515200.52,7255419.26,0.0031,2023
300605,恒锋信息,215061.13,2889175.17,3104236.3,0.0077,2016
300605,恒锋信息,606765.08,3553467.53,4160232.61,0.0064,2017
300605,恒锋信息,3196057.94,4185991.53,7382049.47,0.0089,2018
300605,恒锋信息,3386068.46,5393604.11,8779672.57,0.0099,2019
300605,恒锋信息,2862891.29,5501613.08,8364504.37,0.0083,2020
300605,恒锋信息,6695031.3,5112819.45,11807850.75,0.0108,2021
300605,恒锋信息,12357705.47,5122231.06,17479936.53,0.0151,2022
300605,恒锋信息,16860154.49,14298679.75,31158834.24,0.0225,2023
300606,金太阳,11168.75,1360052.83,1366505.84,0.0043,2016
300606,金太阳,11168.75,721690.75,730449.96,0.0012,2017
300606,金太阳,468997.61,3994669.59,4463667.2,0.0064,2018
300606,金太阳,760655.45,2070765.09,2831420.54,0.0032,2021
300606,金太阳,475079.45,1760286.65,2235366.1,0.0027,2022
300606,金太阳,1016776.65,2303685.75,3320462.4,0.003,2023
300607,拓斯达,1413957.43,1227244.76,2641202.19,0.0046,2016
300607,拓斯达,1515597.57,2127268.65,3642866.22,0.0031,2017
300607,拓斯达,6793312.84,3998421.73,10791734.57,0.0063,2018
300607,拓斯达,6404736.44,3761890.5,10166626.94,0.0038,2019
300607,拓斯达,15487370.15,4860699.51,20348069.66,0.005,2020
300607,拓斯达,19403885.48,8455350.51,27859235.99,0.0044,2021
300607,拓斯达,18502666.34,5867006.83,24369673.17,0.0037,2022
300607,拓斯达,16697992.04,4189550.3,20887542.34,0.0029,2023
300608,思特奇,1482778.51,4596449.04,6079227.55,0.0082,2016
300608,思特奇,1279331.2,4875726.3,6155057.5,0.0064,2017
300608,思特奇,8666529.52,7199505.31,15866034.83,0.0133,2018
300608,思特奇,17417335.2,11264586.73,28681921.93,0.0178,2019
300608,思特奇,26115549.96,10715541.53,36831091.49,0.0212,2020
300608,思特奇,55383755.81,11401034.22,66784790.03,0.0368,2021
300608,思特奇,109120202.3,10018162.03,119138364.4,0.0471,2022
300608,思特奇,126715774.5,10868415.19,137584189.7,0.055,2023
300609,汇纳科技,73291788.99,37450602.8,110742391.8,0.0796,2023
300612,宣亚国际,1363443.28,217041.69,1449143.28,0.0046,2016
300612,宣亚国际,694880.86,217041.69,786071.2,0.0013,2017
300612,宣亚国际,276383.56,217041.69,339468.12,0.0007,2018
300612,宣亚国际,5683295.99,217041.69,5802854.44,0.0095,2019
300612,宣亚国际,15124901.84,470274.08,15595175.92,0.0183,2020
300612,宣亚国际,12985772.4,411741.62,13397514.02,0.0167,2021
300612,宣亚国际,8794044.92,217041.69,9002036.74,0.0101,2022
300612,宣亚国际,4645736.93,217041.69,4782550.28,0.0066,2023
300613,富瀚微,6109695.89,7954430.89,14064126.78,0.013,2017
300613,富瀚微,4911987.74,15512346.57,20424334.31,0.0172,2018
300613,富瀚微,4528822.83,13043718.83,17572541.66,0.0137,2019
300613,富瀚微,2488474.15,10911315.78,13399789.93,0.0092,2020
300613,富瀚微,16667717.78,24876801.97,41544519.75,0.0143,2021
300613,富瀚微,19398615.0,33441438.92,52840053.92,0.0153,2022
300613,富瀚微,19306919.63,32144671.09,51451590.72,0.014,2023
300615,欣天科技,36845.42,217041.69,253194.16,0.0008,2016
300615,欣天科技,2716249.92,924527.42,3640777.34,0.0067,2018
300615,欣天科技,2654115.68,683436.03,3337551.71,0.0061,2019
300615,欣天科技,2475790.5,449017.29,2924807.79,0.0052,2020
300615,欣天科技,1869433.68,291914.61,2161348.29,0.0037,2021
300615,欣天科技,931472.4,290948.33,1222420.73,0.0014,2022
300615,欣天科技,691276.84,1022495.49,1713772.33,0.0025,2023
300620,光库科技,424633.82,240551.81,665185.63,0.0012,2017
300620,光库科技,1629385.86,5406289.59,7035675.45,0.0086,2018
300620,光库科技,1452810.45,10208601.93,11661412.38,0.0136,2019
300620,光库科技,3076911.39,20802134.27,23879045.66,0.0147,2020
300620,光库科技,9861238.59,20063847.47,29925086.06,0.0169,2021
300620,光库科技,10841391.41,19403094.13,30244485.54,0.0154,2022
300620,光库科技,12488718.47,19772250.51,32260968.98,0.0161,2023
300621,维业股份,1069796.14,217041.69,1070055.52,0.0005,2017
300621,维业股份,1135962.88,217041.69,1317745.59,0.0005,2018
300621,维业股份,997007.97,373388.59,1370396.56,0.0005,2019
300621,维业股份,877149.04,307329.61,1184478.65,0.0004,2020
300621,维业股份,3099007.79,2819651.73,5918659.52,0.0007,2021
300621,维业股份,5112490.41,2750218.36,7862708.77,0.0006,2022
300621,维业股份,3857358.84,2594498.11,6451856.95,0.0005,2023
300624,万兴科技,2345588.43,11516924.84,13862513.27,0.0197,2018
300624,万兴科技,2281457.18,13936246.92,16217704.1,0.018,2019
300624,万兴科技,1611175.61,21136369.46,22747545.07,0.0214,2020
300624,万兴科技,4965668.1,24992351.54,29958019.64,0.0194,2021
300624,万兴科技,5194215.07,25920702.42,31114917.49,0.0203,2022
300624,万兴科技,13860138.74,22425644.65,36285783.39,0.0216,2023
300625,三雄极光,9232586.18,2401823.8,11634409.98,0.0041,2017
300625,三雄极光,10004306.52,2194276.02,12198582.54,0.0044,2018
300625,三雄极光,9653446.01,3152245.97,12805691.98,0.0042,2019
300625,三雄极光,9077809.56,3039094.15,12116903.71,0.0037,2020
300625,三雄极光,7818153.74,3849158.98,11667312.72,0.0035,2021
300625,三雄极光,26871408.6,2719700.59,29591109.19,0.009,2022
300625,三雄极光,24089387.03,1624952.46,25714339.49,0.0076,2023
300627,华测导航,16599249.29,11183615.37,27782864.66,0.0241,2017
300627,华测导航,18824090.96,17346065.98,36170156.94,0.0261,2018
300627,华测导航,26320757.33,39393529.21,65714286.54,0.0412,2019
300627,华测导航,30347409.79,37761814.03,68109223.82,0.0354,2020
300627,华测导航,25695246.02,47767653.21,73462899.23,0.0216,2021
300627,华测导航,44960793.34,48088513.9,93049307.24,0.0232,2022
300627,华测导航,48784913.91,56323819.94,105108733.9,0.0238,2023
300629,新劲刚,11168.75,217041.69,167513.92,0.0003,2017
300629,新劲刚,11168.75,217041.69,206336.32,0.0004,2018
300629,新劲刚,11168.75,562350.67,565190.89,0.0005,2019
300629,新劲刚,1648179.06,610337.06,2258516.12,0.0019,2020
300629,新劲刚,1312393.08,714025.33,2026418.41,0.0015,2021
300629,新劲刚,977313.96,1031479.77,2008793.73,0.0014,2022
300629,新劲刚,924235.39,1027309.05,1951544.44,0.001,2023
300632,光莆股份,1138971.76,3887474.44,5026446.2,0.0073,2017
300635,达安股份,1751885.05,1209011.5,2960896.55,0.0041,2017
300635,达安股份,1930444.67,1210610.33,3141055.0,0.0031,2018
300635,中达安,2085335.9,2186324.14,4271660.04,0.0035,2020
300635,中达安,3680937.15,1994373.68,5675310.83,0.0048,2021
300635,中达安,4864775.81,2795991.79,7660767.6,0.0077,2022
300635,中达安,4020241.13,2996262.4,7016503.53,0.0056,2023
300637,扬帆新材,25883.36,3646762.71,3672646.07,0.0026,2021
300640,德艺文创,583532.0,223954.1,807486.1,0.0024,2017
300640,德艺文创,866297.17,217041.69,1078963.75,0.0027,2018
300640,德艺文创,748445.74,280370.94,1028816.68,0.0025,2019
300640,德艺文创,878113.35,398540.72,1276654.07,0.0026,2020
300640,德艺文创,875661.03,380173.1,1255834.13,0.0015,2021
300640,德艺文创,885910.52,343911.37,1229821.89,0.0011,2022
300640,德艺文创,539247.13,401953.75,941200.88,0.001,2023
300641,正丹股份,64819.17,7195932.92,7260752.09,0.0047,2017
300641,正丹股份,67500.1,321002.24,388502.34,0.0002,2019
300641,正丹股份,149105.41,347700.19,496805.6,0.0003,2020
300641,正丹股份,196880.76,224364.63,421245.39,0.0002,2021
300641,正丹股份,59561.36,414010.12,473571.48,0.0002,2022
300644,南京聚隆,66917.1,11135432.91,11202350.01,0.0114,2018
300644,南京聚隆,679175.07,12548091.29,13227266.36,0.0128,2019
300644,南京聚隆,1126357.28,15959308.16,17085665.44,0.0126,2020
300644,南京聚隆,756893.5,19214868.86,19971762.36,0.0122,2022
300644,南京聚隆,1374471.31,21067264.57,22441735.88,0.0109,2023
300649,杭州园林,663923.56,9048222.89,9712146.45,0.0099,2019
300649,杭州园林,782429.41,7645341.83,8427771.24,0.0066,2020
300649,杭州园林,691201.67,6156694.85,6847896.52,0.0049,2021
300649,杭州园林,735470.8,3982975.93,4718446.73,0.0038,2022
300649,杭州园林,577234.64,6454948.8,7032183.44,0.0064,2023
300650,太龙照明,108483.93,1652292.41,1760776.34,0.0027,2017
300650,太龙照明,145325.54,2553146.03,2698471.57,0.0035,2018
300650,太龙照明,4560533.79,3245018.58,7805552.37,0.0094,2019
300650,太龙照明,4438719.3,3309809.42,7748528.72,0.0043,2020
300650,太龙股份,4026667.68,3157672.56,7184340.24,0.0031,2021
300650,太龙股份,3520770.04,4078857.31,7599627.35,0.0036,2022
300651,金陵体育,279130.96,6152684.76,6431815.72,0.007,2018
300651,金陵体育,223760.83,9229247.27,9453008.1,0.0106,2019
300651,金陵体育,109268.87,7637886.7,7747155.57,0.0062,2021
300651,金陵体育,269238.16,5917471.7,6186709.86,0.0048,2022
300651,金陵体育,226037.53,4843034.49,5069072.02,0.0039,2023
300652,雷迪克,1376354.57,1945014.17,3321368.74,0.0037,2017
300652,雷迪克,1312493.98,2214370.22,3526864.2,0.0025,2018
300652,雷迪克,888394.26,1547722.98,2436117.24,0.0017,2019
300652,雷迪克,805731.83,1243069.16,2048800.99,0.0016,2020
300652,雷迪克,563319.22,745927.85,1309247.07,0.0009,2021
300652,雷迪克,396435.57,816824.06,1213259.63,0.0008,2022
300653,正海生物,907990.08,825007.38,1732997.46,0.0033,2017
300653,正海生物,906261.95,1618381.17,2524643.12,0.0043,2018
300653,正海生物,1612554.94,2339376.53,3951931.47,0.0055,2019
300654,世纪天鸿,9992088.0,2140811.99,12132899.99,0.019,2017
300654,世纪天鸿,13423682.86,2287368.73,15711051.59,0.0244,2018
300654,世纪天鸿,14679592.54,2507964.14,17187556.68,0.0239,2019
300654,世纪天鸿,12790159.97,2430272.23,15220432.2,0.0205,2020
300654,世纪天鸿,10769240.47,1875324.04,12644564.51,0.0163,2021
300654,世纪天鸿,9333121.59,1562344.83,10895466.42,0.0105,2022
300654,世纪天鸿,7376525.65,1661834.58,9038360.23,0.008,2023
300657,弘信电子,721442.37,3543817.52,4265259.89,0.0025,2017
300657,弘信电子,3169860.12,3843336.47,7013196.59,0.0029,2018
300657,弘信电子,2544667.35,3780100.88,6324768.23,0.0018,2019
300657,弘信电子,1933957.31,4425757.65,6359714.96,0.0014,2020
300657,弘信电子,4238885.71,7258926.44,11497812.15,0.0024,2021
300657,弘信电子,20448382.61,6316765.84,26765148.45,0.0054,2022
300657,弘信电子,24869492.16,3249789.83,28119281.99,0.0049,2023
300659,中孚信息,2524542.01,3894254.42,6418796.43,0.0117,2017
300659,中孚信息,2909796.09,6054007.83,8963803.92,0.0151,2018
300659,中孚信息,2886959.13,9096765.17,11983724.3,0.0161,2019
300659,中孚信息,4547185.72,28777462.92,33324648.64,0.0173,2020
300659,中孚信息,4866756.33,50520192.64,55386948.97,0.0255,2021
300659,中孚信息,5810847.01,39413065.51,45223912.52,0.0243,2022
300659,中孚信息,7048476.16,18577619.04,25626095.2,0.0152,2023
300660,江苏雷利,10827663.95,8805740.87,19633404.82,0.0069,2017
300660,江苏雷利,13384487.78,10382788.01,23767275.79,0.0079,2018
300660,江苏雷利,13343513.68,14138454.49,27481968.17,0.0085,2019
300660,江苏雷利,12717944.18,14037041.02,26754985.2,0.0071,2020
300660,江苏雷利,18943202.71,14863188.2,33806390.91,0.0075,2021
300660,江苏雷利,20604384.82,17283297.7,37887682.52,0.0077,2022
300660,江苏雷利,26486923.13,27039986.74,53526909.87,0.0093,2023
300661,圣邦股份,1304124.83,10766684.53,12070809.36,0.0128,2017
300661,圣邦股份,2772374.59,16019926.81,18792301.4,0.0177,2018
300661,圣邦股份,2707970.03,36082089.36,38790059.39,0.0278,2019
300661,圣邦股份,4419649.87,57184708.53,61604358.4,0.033,2020
300661,圣邦股份,14373111.96,111245407.6,125618519.6,0.0412,2021
300661,圣邦股份,16851998.16,161152429.4,178004427.6,0.041,2022
300661,圣邦股份,23070460.29,185545805.8,208616266.1,0.0443,2023
300663,科蓝软件,121292.31,1848458.68,1969750.99,0.0017,2017
300663,科蓝软件,1066900.41,4932897.56,5999797.97,0.0043,2018
300663,科蓝软件,7155621.56,6883505.78,14039127.34,0.0095,2019
300663,科蓝软件,38638810.46,6531748.99,45170559.45,0.0202,2020
300663,科蓝软件,50536295.77,4633397.44,55169693.21,0.0241,2021
300663,科蓝软件,60109855.4,3006402.24,63116257.64,0.0216,2022
300663,科蓝软件,46359069.19,3408659.13,49767728.32,0.0166,2023
300664,鹏鹞环保,610126.24,1135868.06,1745994.3,0.0004,2017
300664,鹏鹞环保,893702.71,1855639.55,2749342.26,0.0005,2018
300664,鹏鹞环保,683784.07,2865659.99,3549444.06,0.0006,2019
300664,鹏鹞环保,2688818.66,2717716.18,5406534.84,0.0008,2020
300664,鹏鹞环保,2652938.42,2855855.81,5508794.23,0.0008,2021
300664,鹏鹞环保,1840876.66,2243343.89,4084220.55,0.0005,2022
300664,鹏鹞环保,3647896.07,2576440.41,6224336.48,0.0008,2023
300665,飞鹿股份,977115.32,888708.62,1865823.94,0.0031,2017
300665,飞鹿股份,1148916.51,867951.55,2016868.06,0.0024,2018
300665,飞鹿股份,1337984.01,3240453.78,4578437.79,0.0045,2019
300665,飞鹿股份,1414294.12,2731582.37,4145876.49,0.0031,2020
300665,飞鹿股份,1497689.28,1838094.53,3335783.81,0.002,2021
300665,飞鹿股份,1402952.25,4818135.58,6221087.83,0.0034,2022
300665,飞鹿股份,1194022.93,4210580.35,5404603.28,0.003,2023
300666,江丰电子,1406550.52,16636186.42,18042736.94,0.0205,2017
300666,江丰电子,1825112.04,22970478.02,24795590.06,0.0172,2018
300666,江丰电子,2498176.13,24476667.2,26974843.33,0.0184,2019
300666,江丰电子,2068370.63,24974814.55,27043185.18,0.0114,2020
300666,江丰电子,2584587.69,26426043.69,29010631.38,0.01,2021
300666,江丰电子,5879181.35,29557126.1,35436307.45,0.007,2022
300666,江丰电子,9082632.06,40504969.98,49587602.04,0.0079,2023
300671,富满电子,168277.64,862067.65,1030345.29,0.0015,2017
300671,富满电子,874759.03,718000.74,1592759.77,0.0018,2018
300671,富满电子,806513.7,591122.22,1397635.92,0.0014,2019
300671,富满电子,689964.54,483927.28,1173891.82,0.0007,2020
300671,富满微,878575.45,985813.79,1864389.24,0.0006,2021
300671,富满微,127548.79,984611.55,1112160.34,0.0003,2022
300671,富满微,2623981.01,256563.57,2880544.58,0.001,2023
300673,佩蒂股份,532346.18,7189967.96,7722314.14,0.0065,2018
300673,佩蒂股份,901497.98,7323753.92,8225251.9,0.006,2019
300673,佩蒂股份,712175.36,9895109.56,10607284.92,0.0053,2020
300673,佩蒂股份,531677.83,13634737.16,14166414.99,0.005,2021
300673,佩蒂股份,950621.52,16171118.91,17121740.43,0.0059,2022
300673,佩蒂股份,808284.66,15282108.79,16090393.45,0.0055,2023
300674,宇信科技,9346238.24,45399213.95,54745452.19,0.0169,2018
300674,宇信科技,10706558.24,37579552.65,48286110.89,0.0122,2019
300674,宇信科技,6263147.67,23474351.11,29737498.78,0.0073,2020
300674,宇信科技,3212805.5,20365290.6,23578096.1,0.0053,2021
300674,宇信科技,3692689.67,16575567.36,20268257.03,0.0035,2022
300674,宇信科技,8324926.14,13583131.17,21908057.31,0.0039,2023
300675,建科院,6386721.89,12770467.24,19157189.13,0.0277,2017
300675,建科院,12769684.41,21829920.15,34599604.56,0.0408,2018
300675,建科院,10378077.23,29228065.46,39606142.69,0.0375,2019
300675,建科院,14342934.39,22411339.19,36754273.58,0.0281,2020
300675,建科院,10655640.31,18620483.15,29276123.46,0.0219,2021
300675,建科院,14435073.45,23403710.59,37838784.04,0.0274,2022
300675,建科院,10737848.95,15442671.13,26180520.08,0.0183,2023
300676,华大基因,8232647.62,47980892.81,56213540.43,0.011,2017
300676,华大基因,22046461.51,70329136.23,92375597.74,0.0176,2018
300676,华大基因,23661427.41,71987577.95,95649005.36,0.0162,2019
300676,华大基因,22315883.38,112707976.4,135023859.8,0.0121,2020
300676,华大基因,51957221.49,154925379.7,206882601.1,0.0145,2021
300676,华大基因,84616933.49,225589199.6,310206133.1,0.0216,2022
300676,华大基因,89122690.65,283478712.6,372601403.3,0.0274,2023
300679,电连技术,2338569.38,11556561.64,13895131.02,0.0041,2017
300679,电连技术,4517404.28,16686605.14,21204009.42,0.0056,2018
300679,电连技术,1369308.0,27231167.69,28600475.69,0.0068,2019
300679,电连技术,11409347.01,52876533.28,64285880.29,0.0108,2021
300679,电连技术,14126885.8,62952930.64,77079816.44,0.0133,2022
300679,电连技术,13284944.75,64328448.21,77613392.96,0.0123,2023
300680,隆盛科技,767199.62,521112.88,1288312.5,0.0028,2017
300680,隆盛科技,1859179.11,6668727.02,8527906.13,0.003,2022
300681,英搏尔,1533614.33,10267915.73,11801530.06,0.013,2017
300681,英搏尔,2911617.07,14331340.16,17242957.23,0.0141,2018
300681,英搏尔,2556627.98,13871266.81,16427894.79,0.0174,2019
300681,英搏尔,2579233.36,11129003.4,13708236.76,0.0126,2020
300681,英搏尔,3371552.54,12028838.97,15400391.51,0.0039,2022
300681,英搏尔,5037938.31,13024663.83,18062602.14,0.0044,2023
300682,朗新科技,6755009.57,4216825.93,10971835.5,0.0067,2017
300682,朗新科技,5439255.66,9819330.57,15258586.23,0.0072,2018
300682,朗新科技,12414996.88,33931967.49,46346964.37,0.0078,2019
300682,朗新科技,36562079.85,42988892.76,79550972.61,0.0103,2020
300682,朗新科技,48150335.71,54132833.36,102283169.1,0.0116,2021
