stkcd,shortname,aisoftinvest,aihardinvest,aiinvesttotal,aiinvestlevel,year
1,深发展A,375892000.0,1096640000.0,1472532000.0,0.0012,2011
1,平安银行,552707000.0,1194219000.0,1746926000.0,0.0011,2012
1,平安银行,423000000.0,1388000000.0,1811000000.0,0.001,2013
1,平安银行,539000000.0,1628583297.0,2195000000.0,0.001,2014
1,平安银行,496000000.0,1628583297.0,2378000000.0,0.0009,2015
1,平安银行,563800910.9,1628583297.0,2478000000.0,0.0008,2016
1,平安银行,563800910.9,1628583297.0,2715000000.0,0.0008,2017
1,平安银行,563800910.9,1628583297.0,3917000000.0,0.0011,2018
1,平安银行,563800910.9,1628583297.0,4413000000.0,0.0011,2019
1,平安银行,563800910.9,1628583297.0,4771000000.0,0.0011,2020
1,平安银行,406000000.0,1628583297.0,4609000000.0,0.0009,2021
1,平安银行,563800910.9,1628583297.0,4344000000.0,0.0008,2022
1,平安银行,563800910.9,1628583297.0,3495000000.0,0.0006,2023
1,平安银行,563800910.9,1628583297.0,2593000000.0,0.0004,2024
4,国农科技,13917.0,2003962.32,2017879.32,0.0103,2011
4,国农科技,11168.75,1102082.48,1105799.48,0.0057,2012
4,国农科技,1484939.17,1517711.82,3002650.99,0.002,2019
4,国华网安,27944659.07,1340113.81,29284772.88,0.0187,2020
7,零七股份,397166.33,1573718.5,1970884.83,0.0025,2012
7,零七股份,336833.36,1533926.35,1870759.71,0.0028,2013
7,零七股份,293833.4,1344795.41,1638628.81,0.0024,2014
7,零七股份,250833.44,422310.48,673143.92,0.0014,2015
7,全新好,207833.48,761619.33,969452.81,0.0019,2016
7,全新好,325608.52,301133.57,626742.09,0.0014,2017
7,全新好,290475.22,313438.83,603914.05,0.0011,2018
7,全新好,232450.22,320777.04,553227.26,0.001,2019
7,全新好,169150.22,295604.94,464755.16,0.0013,2020
7,全新好,89133.17,1308262.34,1397395.51,0.0039,2022
8,神州高铁,1873793.34,5718758.01,7592551.35,0.0021,2015
8,神州高铁,4177126.53,13930234.5,18107361.03,0.0022,2016
8,神州高铁,4875495.78,15894860.55,20770356.33,0.0019,2017
8,神州高铁,23994115.09,17362288.02,41356403.11,0.004,2018
8,神州高铁,58325333.52,16797526.53,75122860.05,0.0062,2019
8,神州高铁,67077751.3,29878400.08,96956151.38,0.0076,2020
8,神州高铁,54980224.67,22905924.02,77886148.69,0.0063,2021
8,神州高铁,41541968.96,13868333.66,55410302.62,0.0049,2022
8,神州高铁,19600170.67,8896637.0,28496807.67,0.0027,2023
9,中国宝安,1371856.3,13113634.23,14485490.53,0.0014,2010
9,中国宝安,1104288.58,25795156.09,26899444.67,0.0023,2011
9,中国宝安,3600511.36,30121883.5,33722394.86,0.0026,2012
9,中国宝安,4270451.3,30153517.93,34423969.23,0.0025,2013
9,中国宝安,5212994.78,25620659.34,30833654.12,0.0021,2014
9,中国宝安,5045667.03,29826401.88,34872068.91,0.0019,2015
9,中国宝安,7075124.13,37920710.95,44995835.08,0.0021,2016
9,中国宝安,11297128.85,34163346.38,45460475.23,0.0017,2017
9,中国宝安,10561262.43,36240193.58,46801456.01,0.0016,2018
9,中国宝安,8722134.86,43991639.27,52713774.13,0.0017,2019
9,中国宝安,14483977.65,68489888.66,82973866.31,0.0026,2020
9,中国宝安,39674677.38,87237512.96,126912190.3,0.0034,2021
9,中国宝安,44548541.68,140782165.4,185330707.1,0.0035,2022
9,中国宝安,43474761.42,256493938.8,299968700.2,0.006,2023
14,沙河股份,701991.59,1980141.05,2682132.64,0.0012,2015
14,沙河股份,525891.59,1783164.13,2309055.72,0.0012,2016
14,沙河股份,349791.59,1315399.02,1665190.61,0.0011,2017
14,沙河股份,191391.81,1636731.52,1828123.33,0.001,2018
14,沙河股份,56291.85,1161948.08,1218239.93,0.0006,2019
16,深康佳A,45088626.96,35669931.67,80758558.63,0.0024,2018
16,深康佳A,56716076.38,42928281.44,99644357.82,0.0023,2019
16,深康佳A,62968096.35,57687501.27,120655597.6,0.0024,2020
16,深康佳A,59957060.72,82394301.5,142351362.2,0.0036,2021
16,深康佳A,75726882.23,99269403.19,174996285.4,0.0046,2022
16,深康佳A,73870684.8,99248428.97,173119113.8,0.0048,2023
18,神州B,1734904.74,3523517.78,5258422.52,0.0013,2015
18,神州B,2637054.3,5202714.09,7839768.39,0.001,2016
18,神州B,1946341.91,3239397.6,5185739.51,0.0004,2017
18,神州B,1043372.99,2275828.6,3319201.59,0.0003,2018
19,深粮控股,37806184.31,40055523.43,77861707.74,0.0102,2021
19,深粮控股,40979620.44,37009308.57,77988929.01,0.0105,2022
19,深粮控股,48311685.53,31208598.26,79520283.79,0.0107,2023
23,深天地A,710130.0,2443180.14,3153310.14,0.0026,2012
23,深天地A,3328701.66,2486169.49,5814871.15,0.0043,2013
23,深天地A,2686031.5,1941959.32,4627990.82,0.003,2015
23,深天地A,693694.04,5846178.26,6539872.3,0.003,2021
23,深天地A,340818.44,3261688.41,3602506.85,0.0024,2022
25,特力A,165833.42,2258143.37,2423976.79,0.004,2010
25,特力A,115833.5,2040562.6,2156396.1,0.0038,2011
25,特力A,65833.58,2512538.5,2578372.08,0.004,2012
25,特力A,336904.2,2630910.6,2967814.8,0.0037,2014
25,特力A,522967.24,3119383.75,3642350.99,0.0031,2015
25,特力A,511663.6,2947460.95,3459124.55,0.0029,2016
25,特力A,347626.6,2088374.2,2436000.8,0.0017,2017
25,特力A,203906.29,2284115.41,2488021.7,0.0015,2018
25,特力A,573914.19,2841006.07,3414920.26,0.0021,2019
25,特力A,2723154.85,3281821.84,6004976.69,0.0035,2020
25,特力A,1766493.0,3900255.3,5666748.3,0.003,2021
25,特力A,3067803.56,3619963.69,6687767.25,0.003,2022
25,特力A,2733083.88,2298603.49,5031687.37,0.0021,2023
26,飞亚达A,1763329.31,8792573.37,10555902.68,0.0043,2010
26,飞亚达A,1814714.74,9161185.85,10975900.59,0.0038,2011
26,飞亚达A,1703090.91,8266644.55,9969735.46,0.003,2012
26,飞亚达A,1899941.73,8253606.79,10153548.52,0.0029,2013
26,飞亚达A,2003887.3,8732199.35,10736086.65,0.0029,2014
26,飞亚达A,3673875.24,9734728.07,13408603.31,0.0032,2015
26,飞亚达A,6739199.32,14461829.47,21201028.79,0.0053,2016
26,飞亚达A,15811103.39,15429851.05,31240954.44,0.0087,2018
26,飞亚达A,11665602.89,13300362.68,24965965.57,0.0066,2019
26,飞亚达,10521951.89,11270213.67,21792165.56,0.0054,2020
26,飞亚达,7507948.33,10420942.87,17928891.2,0.0044,2021
26,飞亚达,7293784.36,10433200.05,17726984.41,0.0043,2022
26,飞亚达,7648818.87,12700676.98,20349495.85,0.0048,2023
26,飞亚达,8322163.17,11343814.83,19665978.0,0.0049,2024
28,国药一致,86608737.24,26906181.71,113514919.0,0.0034,2019
28,国药一致,87137399.19,43276650.93,130414050.1,0.0033,2020
28,国药一致,94592124.78,54202811.17,148794936.0,0.0035,2021
28,国药一致,125342274.0,38450877.18,163793151.2,0.0038,2022
28,国药一致,128505824.8,36186079.13,164691904.0,0.0035,2023
29,深深房A,401866.67,3870648.08,4272514.75,0.0013,2010
29,深深房A,553266.71,3882080.65,4435347.36,0.0014,2011
29,深深房A,1061146.83,4056797.03,5117943.86,0.0012,2014
29,深深房A,893566.83,3139258.4,4032825.23,0.001,2015
29,深深房A,341160.0,3307371.66,3648531.66,0.001,2016
29,深深房A,55200.0,2835535.64,2890735.64,0.0007,2017
29,深深房A,11168.75,2559464.84,2559464.84,0.0005,2019
29,深深房A,11168.75,2476900.66,2476900.66,0.0005,2020
29,深深房A,11168.75,1550972.04,1550972.04,0.0003,2021
29,深深房A,11168.75,1456668.78,1456668.78,0.0003,2022
32,深桑达A,46030663.27,212592242.2,258622905.4,0.0059,2021
32,深桑达A,57360631.37,326203901.2,383564532.5,0.0073,2022
32,深桑达A,130758878.0,388256328.7,519015206.6,0.0092,2023
33,新都酒店,89412.64,2834433.09,2923845.73,0.0055,2010
33,新都酒店,199290.09,2886549.18,3085839.27,0.006,2011
33,新都酒店,178796.99,3427672.21,3606469.2,0.0064,2013
34,深信泰丰,89585.0,217041.69,186148.13,0.001,2012
34,深信泰丰,77424.96,2301021.42,2378446.38,0.0063,2013
34,深信泰丰,58564.92,1938918.3,1997483.22,0.0043,2014
36,华联控股,67340.07,1723850.47,1791190.54,0.0004,2010
36,华联控股,2156441.36,1834064.71,3990506.07,0.001,2011
36,华联控股,2627689.98,2087480.93,4715170.91,0.0011,2012
36,华联控股,2141786.65,2316357.75,4458144.4,0.0011,2013
36,华联控股,2264456.38,4040370.98,6304827.36,0.001,2015
36,华联控股,5475118.16,3131565.59,8606683.75,0.0009,2016
36,华联控股,4983607.04,2374534.85,7358141.89,0.0008,2017
36,华联控股,3304600.28,1384372.42,4688972.7,0.0004,2018
36,华联控股,2463364.05,746764.72,3210128.77,0.0003,2019
36,华联控股,1453382.32,1151196.26,2604578.58,0.0002,2020
36,华联控股,864157.54,793254.37,1657411.91,0.0002,2021
36,华联控股,774855.04,740915.23,1515770.27,0.0002,2022
36,华联控股,764175.04,592021.95,1356196.99,0.0002,2023
37,深南电B,168015.89,8669486.63,8837502.52,0.0043,2023
38,深大通,57906464.47,3299691.72,61206156.19,0.0096,2016
38,深大通,56116043.51,3900836.1,60016879.61,0.0104,2017
38,深大通,53158105.79,3355168.48,56513274.27,0.0186,2018
38,深大通,5786473.87,1189638.81,6976112.68,0.0024,2019
38,深大通,5019647.66,1011721.29,6031368.95,0.0019,2020
38,深大通,549538.65,4105480.68,4655019.33,0.0016,2021
43,中航地产,72100.0,11791551.52,11863651.52,0.0015,2010
45,深纺织A,1277931.18,15239820.62,16517751.8,0.0033,2020
45,深纺织A,14759504.03,24275028.6,39034532.63,0.007,2021
45,深纺织A,11208481.3,16151694.87,27360176.17,0.0049,2022
45,深纺织A,7471897.47,11199574.28,18671471.75,0.0033,2023
46,泛海建设,4595738.09,12204411.78,16800149.87,0.0008,2010
46,泛海建设,2946122.71,20900402.34,23846525.05,0.001,2011
46,泛海建设,5672257.8,20249543.72,25921801.52,0.0008,2012
46,泛海建设,7424528.41,21863240.65,29287769.06,0.0007,2013
46,泛海控股,15355308.86,70873010.42,86228319.28,0.0012,2014
46,泛海控股,47418542.06,150453255.6,197871797.7,0.0017,2015
46,泛海控股,67774181.98,221599823.6,289374005.6,0.0017,2016
46,泛海控股,72171048.16,245983584.2,318154632.4,0.0017,2017
46,泛海控股,82222170.35,247957741.0,330179911.3,0.0016,2018
46,泛海控股,123633474.6,293769869.2,417403343.8,0.0023,2019
46,泛海控股,177850412.3,258914568.5,436764980.8,0.0024,2020
46,泛海控股,211482024.2,160550477.5,372032501.7,0.0034,2021
46,泛海控股,260660256.0,106485579.0,367145835.0,0.0035,2022
48,康达尔,2075217.72,4918215.24,6993432.96,0.0058,2012
48,康达尔,1554895.46,3551032.78,5105928.24,0.0038,2013
48,康达尔,1998941.47,4372747.26,6371688.73,0.0033,2015
48,康达尔,2658290.83,5453954.2,8112245.03,0.0041,2016
48,康达尔,2584750.86,6595776.78,9180527.64,0.0024,2017
48,康达尔,4530938.36,6268720.83,10799659.19,0.0017,2019
48,京基智农,6550066.69,10139709.61,16689776.3,0.0017,2020
48,京基智农,10027660.57,21718002.43,31745663.0,0.0021,2021
48,京基智农,9158665.78,33095101.29,42253767.07,0.0024,2022
48,京基智农,8853335.64,35338616.52,44191952.16,0.0036,2023
49,德赛电池,6390078.31,165751122.9,172141201.2,0.0195,2018
49,德赛电池,4545489.15,343734665.0,348280154.2,0.0397,2019
49,德赛电池,4254229.09,310511649.1,314765878.2,0.0348,2020
49,德赛电池,9695242.17,169621508.3,179316750.4,0.0166,2021
49,德赛电池,11686761.38,120778678.5,132465439.8,0.0106,2022
49,德赛电池,28811689.1,91007558.19,119819247.3,0.0073,2023
50,深天马A,41188497.0,42343081.0,83531578.0,0.0105,2010
50,深天马A,42489984.0,36581062.0,79071046.0,0.0098,2011
50,深天马A,42314610.0,30211354.0,72525964.0,0.0093,2012
50,深天马A,42546655.0,28176279.0,70722934.0,0.0089,2013
58,深赛格B,514305.25,12662166.91,13176472.16,0.009,2010
58,深赛格B,448158.14,13981448.7,14429606.84,0.0086,2011
58,深赛格B,342758.25,13771252.16,14114010.41,0.0081,2012
58,深赛格B,779137.25,12572029.94,13351167.19,0.0063,2013
58,深赛格B,550583.09,13262352.54,13812935.63,0.0052,2014
58,深赛格B,1041517.42,12424441.38,13465958.8,0.0052,2015
58,深赛格B,1944369.51,13004754.66,14949124.17,0.0021,2017
58,深赛格B,3250167.2,11809515.12,15059682.32,0.0021,2018
58,深赛格B,3323642.1,8540472.27,11864114.37,0.0019,2019
58,深赛格B,2628504.77,8002919.3,10631424.07,0.0018,2020
58,深赛格B,2445433.51,8295091.95,10740525.46,0.0019,2021
58,深赛格B,2546203.2,7268636.37,9814839.57,0.0018,2022
58,深赛格B,1975787.88,6710654.19,8686442.07,0.0016,2023
61,农产品,4702357.57,36062621.58,40764979.15,0.0045,2010
61,农产品,9364802.4,34747660.06,44112462.46,0.0047,2011
61,农产品,5523952.15,48290881.53,53814833.68,0.0051,2012
61,农产品,4328038.68,44339832.68,48667871.36,0.004,2013
61,农产品,10399852.8,73548594.89,83948447.69,0.0061,2014
61,农产品,9544760.32,123176787.0,132721547.3,0.0082,2015
61,农产品,7729869.25,130941083.5,138670952.8,0.008,2016
61,农产品,4698584.2,133297815.1,137996399.3,0.0073,2017
61,农产品,9470028.2,119011182.0,128481210.2,0.0068,2018
61,农产品,17688765.85,98091346.02,115780111.9,0.0059,2019
61,农产品,20057792.05,82056546.33,102114338.4,0.0053,2020
61,农产品,20184327.16,87214824.36,107399151.5,0.0052,2021
61,农产品,22951487.02,83202636.75,106154123.8,0.0051,2022
61,农产品,20346330.05,80760375.12,101106705.2,0.0048,2023
62,深圳华强,11084642.77,2647338.2,13731980.97,0.0034,2014
63,中兴通讯,80709000.0,1364290000.0,1444999000.0,0.0172,2010
63,中兴通讯,99104000.0,1613472000.0,1712576000.0,0.0163,2011
63,中兴通讯,126043000.0,1534579000.0,1660622000.0,0.0155,2012
63,中兴通讯,137612000.0,1209484000.0,1347096000.0,0.0135,2013
63,中兴通讯,183949000.0,1017389000.0,1201338000.0,0.0113,2014
63,中兴通讯,274235000.0,1011550000.0,1285785000.0,0.0106,2015
63,中兴通讯,299995000.0,1213364.0,301208364.0,0.0021,2016
63,中兴通讯,414842000.0,1628583297.0,2078148000.0,0.0144,2017
63,中兴通讯,409896000.0,1628583297.0,2183170000.0,0.0169,2018
63,中兴通讯,487157000.0,1628583297.0,2705989000.0,0.0192,2019
63,中兴通讯,563800910.9,1628583297.0,3498811000.0,0.0232,2020
63,中兴通讯,555899000.0,1628583297.0,3982171000.0,0.0236,2021
63,中兴通讯,563800910.9,1628583297.0,4429209000.0,0.0245,2022
63,中兴通讯,483320000.0,1628583297.0,4030647000.0,0.0201,2023
63,中兴通讯,563800910.9,1628583297.0,4381044000.0,0.0211,2024
65,北方国际,5038126.5,17891182.93,22929309.43,0.0016,2019
66,长城电脑,2636770.86,92192485.1,94829255.96,0.0029,2010
66,长城电脑,7082889.64,41166688.27,48249577.91,0.0012,2016
66,中国长城,39470899.86,152025224.3,191496124.2,0.0126,2017
66,中国长城,59993344.99,161011766.0,221005111.0,0.0138,2018
66,中国长城,99442298.96,638448069.6,737890368.6,0.0216,2023
69,华侨城A,8310847.61,562734637.2,571045484.9,0.0118,2010
69,华侨城A,6442965.6,396448830.1,402891795.7,0.0064,2011
69,华侨城A,11020499.43,271667513.1,282688012.6,0.0039,2012
69,华侨城A,13306051.07,682968394.2,696274445.3,0.0079,2013
69,华侨城A,16017019.42,777786777.0,793803796.5,0.0084,2014
69,华侨城A,26977962.19,697799682.2,724777644.4,0.0063,2015
69,华侨城A,26167374.69,661667437.9,687834812.6,0.0047,2016
69,华侨城A,26732408.59,622705171.3,649437579.9,0.003,2017
69,华侨城A,41144900.31,594335694.6,635480594.9,0.0022,2018
69,华侨城A,39574863.32,668842300.2,708417163.6,0.0019,2019
69,华侨城A,49704437.84,726679393.5,776383831.3,0.0017,2020
69,华侨城A,83827501.26,703155368.9,786982870.2,0.0016,2021
69,华侨城A,89316906.94,719961444.8,809278351.7,0.0021,2022
69,华侨城A,98024902.64,616577713.5,714602616.2,0.0019,2023
70,特发信息,556979.18,15495953.66,16052932.84,0.0081,2012
70,特发信息,1218071.49,23452385.77,24670457.26,0.0109,2013
70,特发信息,1215595.26,35896745.9,37112341.16,0.0094,2015
70,特发信息,607302.49,45120852.24,45728154.73,0.0096,2016
70,特发信息,3881691.81,49619589.0,53501280.81,0.0091,2017
70,特发信息,6267519.98,59383130.74,65650650.72,0.0091,2018
70,特发信息,9225946.57,58681853.42,67907799.99,0.0096,2019
70,特发信息,12100092.59,52537338.27,64637430.86,0.0064,2020
70,特发信息,15752803.61,54140898.74,69893702.35,0.0084,2021
70,特发信息,18082918.36,83452516.08,101535434.4,0.0129,2022
70,特发信息,13983769.81,103526813.0,117510582.9,0.0145,2023
78,海王生物,1640061.49,11217732.29,12857793.78,0.0031,2010
78,海王生物,5706709.77,15635627.81,21342337.58,0.0036,2012
78,海王生物,4144451.75,36931209.82,41075661.57,0.0051,2013
78,海王生物,7058892.58,36404294.02,43463186.6,0.0034,2015
78,海王生物,19080878.28,32831158.8,51912037.08,0.0031,2016
78,海王生物,24819741.45,63771244.73,88590986.18,0.0029,2017
78,海王生物,31607297.49,65816163.44,97423460.93,0.0024,2018
78,海王生物,45943627.08,54244274.74,100187901.8,0.0024,2019
78,海王生物,39237123.08,44045771.77,83282894.85,0.0021,2020
78,海王生物,74027385.72,42387852.94,116415238.7,0.0031,2021
78,海王生物,69866858.07,37538801.79,107405659.9,0.003,2022
90,天健集团,3264079.1,7366521.99,10630601.09,0.001,2014
90,天健集团,4188193.93,6233512.61,10421706.54,0.0006,2015
90,天健集团,3554366.88,14110602.61,17664969.49,0.0009,2016
90,天健集团,12218890.58,23892095.07,36110985.65,0.0014,2017
90,天健集团,19575268.26,27517008.98,47092277.24,0.0015,2018
90,天健集团,15230631.33,49614058.4,64844689.73,0.0016,2019
90,天健集团,11754621.45,47838512.13,59593133.58,0.0012,2020
90,天健集团,14749657.23,47612233.16,62361890.39,0.001,2021
90,天健集团,19936704.6,35841665.49,55778370.09,0.0008,2022
90,天健集团,21333028.98,36450558.0,57783586.98,0.0008,2023
96,广聚能源,226673.93,2113677.38,2340351.31,0.0012,2012
96,广聚能源,123380.41,1628778.32,1752158.73,0.0009,2013
96,广聚能源,29858.44,1601679.81,1631538.25,0.0008,2014
96,广聚能源,11168.75,1436746.67,1441883.97,0.0007,2015
96,广聚能源,48962.31,1218513.59,1267475.9,0.0005,2017
96,广聚能源,144113.07,1718234.49,1862347.56,0.0007,2018
96,广聚能源,341777.09,985848.34,1327625.43,0.0005,2019
96,广聚能源,472400.6,1402140.15,1874540.75,0.0006,2020
96,广聚能源,409102.59,2406366.04,2815468.63,0.0009,2021
96,广聚能源,283789.17,2063965.56,2347754.73,0.0009,2022
96,广聚能源,397394.76,1757217.62,2154612.38,0.0007,2023
150,宜华健康,2831279.98,953119.83,3784399.81,0.0005,2016
150,宜华健康,4111032.82,2767716.78,6878749.6,0.0009,2017
150,宜华健康,1317375.18,2795077.52,4112452.7,0.0005,2018
150,宜华健康,645789.66,1137819.49,1783609.15,0.0003,2019
150,宜华健康,642724.77,1855014.92,2497739.69,0.0005,2020
150,宜华健康,6189856.7,1434136.9,7623993.6,0.0018,2021
151,中成股份,11134828.84,1168267.8,12303096.64,0.0033,2021
151,中成股份,10845359.59,1459095.68,12304455.27,0.0027,2022
151,中成股份,9394124.47,939372.55,10333497.02,0.0031,2023
153,丰原药业,1425507.78,9067909.66,10493417.44,0.0082,2010
153,丰原药业,1347195.6,9906384.63,11253580.23,0.0085,2011
153,丰原药业,1159762.35,14932232.53,16091994.88,0.0111,2012
153,丰原药业,990747.17,16480734.09,17471481.26,0.0088,2013
153,丰原药业,1330306.12,13154862.14,14485168.26,0.0063,2015
153,丰原药业,1710643.3,17262429.67,18973072.97,0.0076,2016
153,丰原药业,1866864.98,15725554.18,17592419.16,0.0064,2017
153,丰原药业,1588007.11,14804165.5,16392172.61,0.0054,2018
153,丰原药业,1470581.67,14070269.86,15540851.53,0.0044,2019
153,丰原药业,1251374.08,11495345.51,12746719.59,0.0035,2020
153,丰原药业,964079.64,11186810.56,12150890.2,0.0032,2021
153,丰原药业,1750202.55,12294987.81,14045190.36,0.0031,2022
153,丰原药业,1849674.67,11619925.82,13469600.49,0.0031,2023
155,川化股份,518374.98,5083887.11,5602262.09,0.0017,2010
155,川化股份,372481.74,3589564.68,3962046.42,0.0013,2011
155,川化股份,861278.1,3309099.29,4170377.39,0.0014,2013
155,川化股份,50937.94,1128462.48,1179400.42,0.0002,2017
155,川能动力,456813.52,5026134.69,5482948.21,0.0008,2018
155,川能动力,436897.71,2824535.16,3261432.87,0.0005,2019
155,川能动力,352636.57,7269772.72,7622409.29,0.0008,2020
155,川能动力,2436372.37,20860446.08,23296818.45,0.0013,2021
155,川能动力,2369541.25,20868458.27,23237999.52,0.0012,2022
155,川能动力,2245333.65,19185722.81,21431056.46,0.001,2023
156,华数传媒,164184790.3,991507113.7,1155691904.0,0.3416,2012
156,华数传媒,208333734.5,1475960555.0,1684294290.0,0.3313,2013
156,华数传媒,221045961.3,1542704162.0,1763750123.0,0.3173,2014
156,华数传媒,210093824.0,1558017428.0,1768111252.0,0.1395,2015
156,华数传媒,223307417.7,1571841337.0,1795148755.0,0.1279,2016
156,华数传媒,231016313.1,1628583297.0,1859599610.0,0.129,2017
156,华数传媒,241690085.2,1628583297.0,2025659860.0,0.1374,2018
156,华数传媒,246748369.5,1628583297.0,2196176368.0,0.1397,2019
156,华数传媒,350163394.9,1628583297.0,6417511558.0,0.2738,2020
156,华数传媒,383398639.4,1628583297.0,6818049619.0,0.2663,2021
156,华数传媒,396347094.2,1628583297.0,7142158327.0,0.2634,2022
156,华数传媒,393275239.0,1628583297.0,7438023428.0,0.254,2023
156,华数传媒,397175424.4,1628583297.0,7574882185.0,0.2609,2024
157,中联重科,61243378.37,114886443.7,176129822.0,0.0028,2010
157,中联重科,106997866.2,161367857.1,268365723.3,0.0037,2011
157,中联重科,168377635.7,187321584.2,355699219.9,0.004,2012
157,中联重科,208050251.8,237682696.3,445732948.1,0.005,2013
158,常山股份,141955.0,8357787.2,8499742.2,0.0016,2011
158,常山股份,90693.53,4103764.61,4194458.14,0.0007,2012
158,常山股份,43375.25,3021049.18,3064424.43,0.0005,2013
338,潍柴动力,42005959.77,121025006.9,163030966.7,0.0031,2010
338,潍柴动力,50010241.13,119779082.5,169789323.6,0.0028,2011
338,潍柴动力,56095565.17,193576016.6,249671581.8,0.0038,2012
338,潍柴动力,70976477.42,391945608.2,462922085.6,0.0059,2013
338,潍柴动力,185478435.4,280924991.1,466403426.4,0.0041,2015
338,潍柴动力,206234999.0,298764195.1,504999194.1,0.0031,2016
338,潍柴动力,348004273.9,261815135.1,609819409.0,0.0032,2017
338,潍柴动力,342857238.4,190073837.3,532931075.7,0.0026,2018
338,潍柴动力,309962185.8,427994136.5,737956322.3,0.0031,2019
338,潍柴动力,336687390.5,652112271.9,988799662.3,0.0037,2020
338,潍柴动力,407495709.1,878112590.8,1285608300.0,0.0044,2022
338,潍柴动力,563800910.9,1100040227.0,1706062958.0,0.0051,2023
400,许继电气,36574288.73,29735824.51,66310113.24,0.0115,2010
400,许继电气,53818471.75,40221998.68,94040470.43,0.0133,2011
400,许继电气,27236398.45,51175057.89,78411456.34,0.0113,2012
400,许继电气,27816569.49,69153582.28,96970151.77,0.0117,2013
400,许继电气,19927952.24,108774852.2,128702804.4,0.0103,2015
400,许继电气,16542292.77,157928106.1,174470398.9,0.0122,2016
400,许继电气,16518458.58,164004129.8,180522588.4,0.0118,2017
400,许继电气,15333187.9,215042944.3,230376132.2,0.0158,2018
400,许继电气,15722569.58,191206382.7,206928952.2,0.0137,2019
400,许继电气,15966590.94,203703474.2,219670065.2,0.0131,2020
400,许继电气,33862969.42,218106286.7,251969256.1,0.0143,2021
400,许继电气,41029380.85,187489675.9,228519056.7,0.0121,2022
400,许继电气,91055693.95,79653423.44,170709117.4,0.0078,2023
408,藏格控股,273833.31,9928385.2,10202218.51,0.0013,2017
408,藏格控股,484805.51,9425697.45,9910502.96,0.0011,2018
408,藏格控股,363247.91,22890452.85,23253700.76,0.0024,2019
408,藏格矿业,6667822.26,10603174.59,17270996.85,0.0016,2021
408,藏格矿业,14981264.39,10653199.39,25634463.78,0.0019,2022
408,藏格矿业,12194954.89,31963359.22,44158314.11,0.0031,2023
410,沈阳机床,445286.54,29075618.09,29520904.63,0.0024,2011
410,沈阳机床,135495.17,26083821.44,26219316.61,0.002,2012
410,沈阳机床,13196776.8,24564080.01,37760856.81,0.0023,2013
410,沈阳机床,1670785.69,41525488.94,43196274.63,0.0019,2015
410,沈阳机床,1443278.46,38757629.6,40200908.06,0.0016,2016
410,沈阳机床,1763675.2,28357745.61,30121420.81,0.0015,2018
410,沈阳机床,1208550.7,26540108.45,27748659.15,0.0088,2023
415,渤海租赁,2734270.88,542000.0,3276270.88,0.0001,2012
417,合肥百货,700557.36,72687068.24,73387625.6,0.0164,2010
417,合肥百货,131504.84,60605672.59,60737177.43,0.0076,2014
417,合肥百货,224000.0,59201336.91,59425336.91,0.0072,2015
417,合肥百货,568068.37,57303254.86,57871323.23,0.0063,2016
417,合肥百货,1196703.84,60521990.95,61718694.79,0.0061,2017
417,合肥百货,990125.31,59297796.23,60287921.54,0.0057,2018
417,合肥百货,6893812.94,63876808.94,70770621.88,0.0065,2019
417,合肥百货,6136039.06,63785178.8,69921217.86,0.0063,2020
417,合肥百货,8958600.16,68319267.56,77277867.72,0.006,2021
417,合肥百货,10716170.84,65959709.9,76675880.74,0.0059,2022
417,合肥百货,9991974.43,77681113.34,87673087.77,0.0067,2023
418,小天鹅A,941135.09,56054161.08,56995296.17,0.0071,2010
418,小天鹅A,571495.25,41880712.01,42452207.26,0.0046,2011
418,小天鹅A,297951.93,35443465.41,35741417.34,0.0043,2012
418,小天鹅A,724358.72,28047289.74,28771648.46,0.0031,2013
419,通程控股,2560359.58,79590242.07,82150601.65,0.0258,2010
419,通程控股,2129127.89,65672994.67,67802122.56,0.019,2011
419,通程控股,2023366.99,54147341.93,56170708.92,0.0152,2012
419,通程控股,1797210.81,45085138.05,46882348.86,0.0123,2013
419,通程控股,5346423.26,16476125.33,21822548.59,0.0057,2015
419,通程控股,8249140.36,12613575.87,20862716.23,0.0052,2016
419,通程控股,6221857.25,11359055.36,17580912.61,0.0042,2017
419,通程控股,4588375.65,10199381.17,14787756.82,0.003,2018
419,通程控股,3984794.32,7850512.45,11835306.77,0.0023,2019
419,通程控股,2808206.12,5745462.6,8553668.72,0.0016,2020
419,通程控股,1760964.91,4067313.86,5828278.77,0.001,2021
419,通程控股,2021328.05,3010257.71,5031585.76,0.001,2022
419,通程控股,2562737.09,2799027.51,5361764.6,0.001,2023
420,吉林化纤,154166.82,12539228.06,12693394.88,0.0044,2010
420,吉林化纤,129166.86,10160597.28,10289764.14,0.0034,2011
420,吉林化纤,512986.35,8238073.11,8751059.46,0.0022,2013
420,吉林化纤,3643527.54,30210837.67,33854365.21,0.0073,2016
420,吉林化纤,3225095.32,50526559.61,53751654.93,0.0087,2017
420,吉林化纤,3744870.66,28027672.97,31772543.63,0.0044,2018
420,吉林化纤,3390589.38,151140786.0,154531375.4,0.0182,2019
420,吉林化纤,2857220.13,129560963.6,132418183.8,0.0152,2020
420,吉林化纤,2326523.73,161515113.0,163841636.7,0.0187,2021
420,吉林化纤,1795827.33,198140868.6,199936696.0,0.019,2022
